学校名称/学部/学科,报考频度,国立・公立,地区归属,是否更新到最新,募集要项下载完毕,募集要项链接（募集要项一览界面的链接）,具体学部PDF,是否招收留学生,是否需要学信网（CSSD）学历验证报告,EJU必要科目,是否需要英语成绩,英语成绩类型,是否必须JLPT成绩,是否有校内考,募集要项发放月份（多期多选）,出愿开始日期,2期出愿开始日期,出愿结束日期,2期出愿结束日期,出愿材料邮寄要求,第一次选考/书类选考,第二次选考/校内考/面试 内容,校内考日期/时间,面试日期/时间,2期面试时间,合格通知日期,2期合格通知时间,入学手续开始时间,2期入学手续开始时间,入学手续截止时间,2期入学手续截止时间,是否必须住民票,是否必须推荐信,有日本初高中经验是否可以申报（有条件需具体填写）,填写人,归属大学,更新时间,审核人,最近修改
秋田大学,常报校,,,1,1,https://www.akita-u.ac.jp/admission/eventa/item_pro4_689.html,,是,不需要,,,,否,,,,,,,簡易書留・速達・必着,,,,,,,,,,,,是,否,不可,新领域_学部教务,,2026/04/25 17:37,,新领域_学部教务
琉球大学,,,,1,1,https://www.u-ryukyu.ac.jp/admissions/recruitment/,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:37,,新领域_学部教务
琉球大学理学部,,,,1,1,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2025/09/R8_shihi_ryugakusei_bosyu_yoko.pdf,是,,,否,,否,面试,9月,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学理学部物質地球科学科,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,,否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,超过五人书类选考,,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学理学部物質地球科学科物理系,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 数学コース２, 物理必须，其他科目2选1",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学理学部物質地球科学科地球環境系,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线上面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学理学部海洋自然科学科,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:03,,新领域_学部教务
琉球大学理学部海洋自然科学科化学系,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:03,,新领域_学部教务
琉球大学理学部海洋自然科学科生物系,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,超过两人书类选考,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:03,,新领域_学部教务
琉球大学理学部数理科学科,,,,1,,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 数学コース２, 理科3选2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学医学部,,,,1,1,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,面试,,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学工学部,,,,1,1,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 数学コース２, 理科3选2",否,,否,"面试, 口头试问",,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
琉球大学農学部,,,,1,1,https://www.u-ryukyu.ac.jp/admissions/recruitment/,https://www.u-ryukyu.ac.jp/wp-content/uploads/2024/09/R7_shihi_ryugakusei_bosyu_yoko.pdf,是,,"日语, 理科3选2, 数学コース1または数学コース2",否,,否,"面试, 口头试问",,2025/11/01,,2025/11/06,,簡易書留・速達・必着,,线下面试,,2025/12/03,,2025/12/12,,2025/12/15,,2025/12/25,,是,否,不可,新领域_学部教务,琉球大学,2025/10/09 13:02,,新领域_学部教务
島根大学,常报校,国立,中国（鳥取、島根、岡山、広島、山口）,1,1,https://www.shimane-u.ac.jp/nyushi/information/application/,,是,,,,,,,7月,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:38,,新领域_学部教务
東京学芸大学,其他,,南関東（埼玉、千葉、東京、神奈川）,0,,https://www.u-gakugei.ac.jp/nyushi/gakubu/guidebook.html,,是,,,,,,,10月,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
北見工業大学,常报校,,,1,1,https://www.kitami-it.ac.jp/info/faculty/bosyuyoko/,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2025/10/09 13:06,,新领域_学部教务
室蘭工業大学,常报校,国立,北海道,1,1,https://muroran-it.ac.jp/entrance/admission/exam/uee/,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:38,,新领域_学部教务
室蘭工業大学理工学部創造工学科,,,,1,,https://muroran-it.ac.jp/entrance/admission/exam/uee/,https://muroran-it.ac.jp/uploads/sites/6/2025/10/2026shihiyoukou.pdf,是,,"日语, 物理必须，其他科目2选1, 数学コース２",是,"TOEFL iBT, 32以上",否,无,,2026/01/06,,2026/01/13,,簡易書留・速達・必着,书类选考,,,,,2025/01/24,,2025/01/27,,2025/02/04,,否,是,不可,新领域_学部教务,室蘭工業大学,2025/10/09 13:09,,新领域_学部教务
室蘭工業大学理工学部システム理化学科,,,,1,,https://muroran-it.ac.jp/entrance/admission/exam/uee/,https://muroran-it.ac.jp/uploads/sites/6/2025/10/2026shihiyoukou.pdf,是,,"理科3选2, 日语, 数学コース２",是,"TOEFL iBT, 32以上",否,无,,2026/01/06,,2026/01/13,,簡易書留・速達・必着,书类选考,,,,,2025/01/24,,2025/01/27,,2025/02/04,,否,是,不可,新领域_学部教务,室蘭工業大学,2025/10/09 13:09,,新领域_学部教务
岩手大学,,,,1,1,https://www.iwate-u.ac.jp/admission/undergraduate/info.html,https://www.iwate-u.ac.jp/upload/R8_shihigaikokujin.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:39,,新领域_学部教务
山形大学,,,,1,1,https://www.yamagata-u.ac.jp/jp/entrance/faculty/guidelines/r08_5/,,是,,,,"TOEIC L&R, TOEFL iBT",否,,,,,,,,,,,,,,,,,,,否,否,,新领域_学部教务,,2026/04/25 17:39,,新领域_学部教务
福島大学,,,,1,1,https://nyushi.adb.fukushima-u.ac.jp/yoko.html,https://nyushi.adb.fukushima-u.ac.jp/recruitment/Files/2025/07/9d7a3f8edadfbd2a9ad38c7b4ff04444.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:41,,新领域_学部教务
和歌山大学,,,,1,1,https://www.wakayama-u.ac.jp/admission/faculty/invitation/index.html,,是,,,是,,,面试,,2025/08/22,,2025/09/10,,,,,,,,,,,,,,否,否,,新领域_学部教务,,2026/04/25 17:42,,新领域_学部教务
山口大学,,,,1,1,https://www.yamaguchi-u.ac.jp/nyushi/yoko/index.html,,是,,,是,"TOEFL iBT, TOEIC L&R",否,无,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:42,,新领域_学部教务
徳島大学,,,,1,1,https://www.tokushima-u.ac.jp/admission/admission/senbatsuyoko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:43,,新领域_学部教务
愛媛大学,,,,1,1,https://www.ehime-u.ac.jp/entrance/selection-guidelines/,,是,不需要,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:49,,新领域_学部教务
高知大学,,,,0,,https://nyusi.kochi-u.jp/nyushi/admissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
九州工業大学,,,,1,1,https://www.kyutech.ac.jp/examination/gs-expense.html,https://www.kyutech.ac.jp/archives/015/202511/20251105_s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:53,,新领域_学部教务
長崎大学,,,,1,1,https://www.nagasaki-u.ac.jp/nyugaku/admission/selection/,,是,,,是,"TOEFL iBT, TOEIC L&R, IELTs",否,,,,,,,,,,,,,,,,,,,否,否,,新领域_学部教务,,2026/04/25 17:54,,新领域_学部教务
熊本大学,,,,1,1,https://www.kumamoto-u.ac.jp/nyuushi/gakubunyushi/gakuseibosyuyoukoutou#shihi,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:55,,新领域_学部教务
大分大学,,,,1,1,https://www.oita-u.ac.jp/06nyushi/gakubu/gakubu-tokubetsu04.html,https://www.oita-u.ac.jp/000068872.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:56,,新领域_学部教务
宮崎大学,,,,1,1,https://www.miyazaki-u.ac.jp/exam/department-exam/selection.html,https://www.miyazaki-u.ac.jp/exam/00_senbatsuyoukou.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:58,,新领域_学部教务
弘前大学,,,,1,1,https://nyushi.hirosaki-u.ac.jp/faculty/,https://nyushi.hirosaki-u.ac.jp/wp-content/uploads/2025/07/03-R8_bsyk_abro.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 17:59,,新领域_学部教务
香川大学,,,,1,1,https://www.kagawa-u.ac.jp/admission/admission_guide/241/,https://www.kagawa-u.ac.jp/files/6717/5331/6966/2026.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:11,,新领域_学部教务
宮城大学,,,,1,1,https://www.myu.ac.jp/admissions/request/,https://www.myu.ac.jp/application/files/1017/5185/4579/Web2026_A4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:17,,新领域_学部教务
長野大学,,,,0,,文系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
名古屋市立大学,,,,1,1,https://www.nagoya-cu.ac.jp/admissions/undergraduate/guide/,,是,,,,,,,,,,,,,,,,,,,,,,,,是,否,不可,新领域_学部教务,,2026/04/25 18:18,,新领域_学部教务
大阪教育大学,,,,1,1,https://osaka-kyoiku.ac.jp/admission/department/gakubu_shihiryu.html,https://osaka-kyoiku.ac.jp/Portals/0/files/admission/department/shihiryu/r8/youkou/sihi_youkou_r8.pdf,是,,日本留学試験（本学指定科目・別表1/2参照）,课程别（国際協働英語コース含英語）,,,,,2025/11/17,,2025/11/23,,,,本学试验（小论文/面接〔含口述〕，课程别）,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:18,,新领域_学部教务
東京藝術大学,,,,0,,芸術系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
長崎県立大学,,,,1,1,https://sun.ac.jp/examination/department/admissions/,https://sun.ac.jp/files/libs/67028/202506051009598804.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:19,,新领域_学部教务
福岡教育大学,,,,1,1,https://www.fukuoka-edu.ac.jp/admissions/information/abroad.html,https://www.fukuoka-edu.ac.jp/admissions/information/glb0i00000001asu-att/u28vtn0000002eyj.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:20,,新领域_学部教务
北九州市立大学,,,,1,1,募集要項、11月中旬に公開,https://www.kitakyu-u.ac.jp/uploads/4b984849e9f98bc47146d42bec3bc438_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:21,,新领域_学部教务
九州歯科大学,,,,1,1,https://www.kyu-dent.ac.jp/admissions/departments/application,https://www.kyu-dent.ac.jp/wp/wp-content/uploads/2025/11/boshuyoko2026-2-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:23,,新领域_学部教务
福岡県立大学,,,,0,,文系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
福岡女子大学,,,,1,1,募集要項、7月に公開,http://www.fwu.ac.jp/exam_info/2026/data/syuuseigakuseibosyuuyoukou.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:30,,新领域_学部教务
熊本県立大学,,,,1,1,https://www.pu-kumamoto.ac.jp/examination/special-selection/,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,,新领域_学部教务,,2026/04/25 18:27,,新领域_学部教务
大分県立看護科学大学,,,,1,1,https://www.oita-nhs.ac.jp/site/examination/documents.html#gsc.tab=0,https://www.oita-nhs.ac.jp/uploaded/attachment/3733.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:32,,新领域_学部教务
鹿屋体育大学,,,,1,1,https://www.nifs-k.ac.jp/admission/faculty/exam/foreign-student/,https://www.nifs-k.ac.jp/wp-content/uploads/2025/08/R8_%E7%A7%81%E8%B2%BB%E5%A4%96%E5%9B%BD%E4%BA%BA%E7%95%99%E5%AD%A6%E7%94%9F%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:33,,新领域_学部教务
宮崎県立看護大学,,,,0,,留学生入試なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
宮崎公立大学,,,,0,,文系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
山陽小野田市立山口東京理科大学,,,,1,1,https://www.socu.ac.jp/examinee/department-entrance.html,https://www.socu.ac.jp/uploads/images/gair8koku1_sample.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,新领域_学部教务,,2026/04/25 18:43,,新领域_学部教务
下関市立大学,,,,0,,文系のみ　https://www.shimonoseki-cu.ac.jp/nyushi/admiss_info/info_yoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
周南公立大学,,,,0,,N2程度の能力、EJU＆英語不要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
山口県立大学,,,,0,,文系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
島根県立大学,,,,0,,留学生なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
叡啓大学,,,,0,,文系のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,,2025/06/02 18:09,,李迪
